scalar,RGB_r,RGB_g,RGB_b
0.7827788649706457,0.9725635038431687,0.593581845008248,0.4085249021939937
0.7847358121330723,0.9727913069535165,0.5972990980028977,0.41048426404942845
0.786692759295499,0.9730053274262503,0.6010184658190946,0.41249133238089064
0.7886497064579256,0.9732122482426474,0.6047318654403504,0.41451216522340933
0.7906066536203522,0.9734112729547363,0.6084418032686114,0.4165774271727587
0.7925636007827788,0.9736031582876289,0.6121464437823506,0.4186562791335282
0.7945205479452054,0.973787311625888,0.6158493788795101,0.4207798099113874
0.7964774951076321,0.9739628943217479,0.6195478333705489,0.4229161154125841
0.7984344422700587,0.9741255141146844,0.6232470047743259,0.42509472572454526
0.8003913894324852,0.9742796127025061,0.6269418984477877,0.42728574499145566
0.8023483365949119,0.9744212688678958,0.6306377701248548,0.42951850734016195
0.8043052837573386,0.9745561966448703,0.6343286577446642,0.43176315507572915
0.8062622309197651,0.9746864256272912,0.638017102814868,0.4340483043356258
0.8082191780821917,0.9748096363279636,0.6417004610398713,0.4363445765857472
0.8101761252446184,0.9749273698059416,0.6453801405271814,0.4386789402109106
0.812133072407045,0.9750365136066653,0.6490563987882606,0.4410244571130267
0.8140900195694716,0.9751337896803572,0.6527353100335023,0.4434090948310898
0.8160469667318981,0.9752226638645684,0.656410267950563,0.4458042481609675
0.8180039138943248,0.9753009725602407,0.6600850313929896,0.44823648638497665
0.8199608610567515,0.9753739445895443,0.6637546371232808,0.4506784428898924
0.821917808219178,0.9754507770028465,0.6674180053161838,0.4531547488316027
0.8238747553816046,0.9755188382150491,0.6710779696271656,0.4556408092557325
0.8258317025440313,0.9755752222114699,0.6747387597220472,0.4581621640929892
0.8277886497064579,0.9756226710143282,0.6783967528048467,0.46069322433276877
0.8297455968688845,0.9756581257113671,0.6820579320219687,0.4632602339695365
0.831702544031311,0.975688486699663,0.6857140649317197,0.4658355301470564
0.8336594911937377,0.9757264547698762,0.6893618898719298,0.4684406720842877
0.8356164383561644,0.9757555615313586,0.6930069072060429,0.47105477996253203
0.837573385518591,0.9757736528128066,0.696653711327682,0.47370292566912736
0.8395303326810175,0.975782946895228,0.7002980922531201,0.47635978511934635
0.8414872798434442,0.9757821406413166,0.7039457566354121,0.479050278696248
0.8434442270058709,0.9757758630416234,0.7075887098393784,0.48174793440688907
0.8454011741682974,0.9757780878314958,0.7112222246460331,0.4844716736396207
0.847358121330724,0.9757711179897223,0.714853762574029,0.4872038401964925
0.8493150684931506,0.9757525497920024,0.7184896678189548,0.48996991730982126
0.8512720156555773,0.9757260779275029,0.7221226266657096,0.49274335559717447
0.8532289628180039,0.9756961420049638,0.7257540287598064,0.4955454504558348
0.8551859099804304,0.9756593558847194,0.7293821430231786,0.4983544600522704
0.8571428571428571,0.9756260390391104,0.7330059297966024,0.5011903564932907
0.8590998043052838,0.9755832598368969,0.7366281337107115,0.5040338955030457
0.8610567514677103,0.9755287015551334,0.7402553554162382,0.5069096187748248
0.8630136986301369,0.9754676267421,0.7438791219744375,0.509791534054819
0.8649706457925636,0.9754142243821159,0.7474958015549429,0.5126973497731754
0.8669275929549902,0.9753521012717764,0.7511106511306554,0.5156101531268164
0.8688845401174168,0.9752839912468304,0.7547277414903903,0.5185528637013785
0.8708414872798433,0.9752073054293408,0.7583427748784421,0.5215020648091799
0.87279843444227,0.9751265129607166,0.7619579358138323,0.5244786713689581
0.8747553816046967,0.9750387025759949,0.7655704714458099,0.5274611058640032
0.8767123287671232,0.974958594789557,0.7691784853580917,0.530467242243199
0.8786692759295498,0.9748685004886674,0.7727853886110337,0.5334801159587507
0.8806262230919765,0.9747654262153796,0.776397540188201,0.5365240157595099
0.8825831702544031,0.9746560037857731,0.780006763611461,0.539572946816543
0.8845401174168297,0.9745620961795755,0.7836073334975775,0.5426411501855779
0.8864970645792563,0.9744583394281295,0.7872069730270183,0.5457157727005042
0.8884540117416829,0.9743435011489655,0.7908120189844485,0.5488213040048942
0.8904109589041096,0.974220900469429,0.7944150294597968,0.5519320571440368
0.8923679060665362,0.9741054366131728,0.7980141426484771,0.5550649746037486
0.8943248532289627,0.9739811662927972,0.8016119114325796,0.5582034970636389
0.8962818003913894,0.9738562045652576,0.8052104660690824,0.5613683258480825
0.898238747553816,0.9737223745584579,0.8088076724728723,0.5645384998766907
0.9001956947162426,0.9735884933497062,0.8124048442754673,0.567733606294419
0.9021526418786692,0.973446488286669,0.8160004359698306,0.5709336826693531
0.9041095890410958,0.9733125732086186,0.8195930238584496,0.5741562629074137
0.9060665362035225,0.9731689077674733,0.8231848266876263,0.5773842212522359
0.9080234833659491,0.9730187642006246,0.8267800757177106,0.5806394805910551
0.9099804305283756,0.9728609499016841,0.830373660842416,0.5838992324520641
0.9119373776908023,0.9727192533136241,0.8339613063716411,0.5871785132499091
0.913894324853229,0.9725672553791717,0.8375485296686696,0.5904631286328449
0.9158512720156555,0.9724045355862473,0.8411413589542414,0.5937770224083467
0.9178082191780821,0.9722342760869368,0.8447324563970209,0.5970948711724496
0.9197651663405088,0.9720860045923289,0.8483142688048594,0.6004279556455666
0.9217221135029354,0.9719270762187188,0.8518961162469102,0.603766378770577
0.923679060665362,0.9717543603264612,0.85548746449671,0.6071372208638262
0.9256360078277885,0.9715740746037503,0.8590771765343899,0.6105116278913375
0.9275929549902152,0.9714207971259011,0.8626556035278122,0.6138977874142176
0.9295499021526419,0.9712568111039156,0.8662341105587766,0.6172890378787841
0.9315068493150684,0.9710792664068576,0.8698215653463363,0.6207129662613861
0.933463796477495,0.9708937827358156,0.8734077075314672,0.6241403484885907
0.9354207436399217,0.9707362271885981,0.8769832617556056,0.6275790418005774
0.9373776908023483,0.9705679639849333,0.880559008056617,0.6310224833369821
0.9393346379647749,0.9703871639356804,0.884144108021832,0.6344974259629971
0.9412915851272015,0.9701981403666721,0.8877281087117243,0.6379756635659334
0.9432485322896281,0.9700393731761653,0.891300818237456,0.6414638388587784
0.9452054794520548,0.9698699108762255,0.8948737150390081,0.6449564499044886
0.9471624266144814,0.9696890818948315,0.89845455228918,0.6484794830578141
0.9491193737769079,0.9694997299355402,0.9020346608818086,0.6520056842818409
0.9510763209393346,0.969343230503411,0.9056054694943153,0.6555406853626176
0.9530332681017613,0.9691760902158811,0.909176481065172,0.6590797598349254
0.9549902152641878,0.9689995860052781,0.9127540178726785,0.6626466996712467
